Beginning Fiscal Year,Ending Fiscal Year,County,School District, Amount of Aid 
2007,2008,Oneida,Holland Patent,2439153.73
2007,2008,Oneida,New Hartford,2568468.94
2007,2008,Oneida,New York Mills,665011.54
2007,2008,Oneida,Oriskany,1059959.33
2007,2008,Oneida,Remsen,767227.80
2007,2008,Oneida,Rome,8300684.58
2007,2008,Oneida,Sauquoit Valley,1672397.00
2007,2008,Oneida,Sherrill,3118044.22
2007,2008,Oneida,Utica,13584189.01
2007,2008,Oneida,Waterville,1365989.65
2007,2008,Oneida,Westmoreland,1581732.82
2007,2008,Oneida,Whitesboro,4680187.84
2007,2008,Onondaga,Baldwinsville,7265958.46
2007,2008,Onondaga,East Syracuse,3492017.38
2007,2008,Onondaga,Fabius-Pompey,1251622.80
2007,2008,Onondaga,Fayetteville,4494798.71
2007,2008,Onondaga,Jamesville-Dewitt,2581585.70
2007,2008,Onondaga,Jordan-Elbridge,2297081.74
2007,2008,Onondaga,Lafayette,1312309.86
2007,2008,Onondaga,Liverpool,10010835.51
2007,2008,Onondaga,Lyncourt,412165.27
2007,2008,Onondaga,Marcellus,2507063.14
2007,2008,Onondaga,North Syracuse,11813407.84
2007,2008,Onondaga,Onondaga,1280094.74
2007,2008,Onondaga,Skaneateles,1156827.32
2007,2008,Onondaga,Solvay,2131990.83
2007,2008,Onondaga,Syracuse,35091054.16
2007,2008,Onondaga,Tully,1526686.28
2007,2008,Onondaga,West Genesee,6089043.41
2007,2008,Onondaga,Westhill,2386941.58
2007,2008,Ontario,Canandaigua,4425613.20
2007,2008,Ontario,East Bloomfield,1407771.01
2007,2008,Ontario,Geneva,3471138.06
2007,2008,Ontario,Gorham-Middlesex,1819755.68
2007,2008,Ontario,Honeoye,1153090.24
2007,2008,Ontario,Manchester-Shortsville,1212465.90
2007,2008,Ontario,Naples,880698.56
2007,2008,Ontario,Phelps-Clifton,2652944.98
2007,2008,Ontario,Victor,3498320.42
2007,2008,Orange,Chester,802307.67
2007,2008,Orange,Cornwall,2714842.05
2007,2008,Orange,Florida,678338.88
2007,2008,Orange,Goshen,2025124.57
2007,2008,Orange,Greenwood Lake,487750.12
2007,2008,Orange,Highland Falls,1409884.28
2007,2008,Orange,Kiryas Jv Ufsd,172881.53
2007,2008,Orange,Middletown,8940415.41
2007,2008,Orange,Minisink Valley,5555973.71
2007,2008,Orange,Monroe-Woodbury,5962799.34
2007,2008,Orange,Newburgh,16943884.18
2007,2008,Orange,Pinebush,7906168.35
2007,2008,Orange,Port Jervis,4135561.77
2007,2008,Orange,Tuxedo,21701.33
2007,2008,Orange,Valley,5715886.63
2007,2008,Orange,Warwick Valley,3983567.41
2007,2008,Orange,Washingtonville,4864935.25
2007,2008,Orleans,Albion,3656798.37
2007,2008,Orleans,Holley,1866049.99
2007,2008,Orleans,Kendall,1420560.50
2007,2008,Orleans,Lyndonville,1093913.31
2007,2008,Orleans,Medina,2838037.40
2007,2008,Oswego,Altmar Parish,2391191.11
2007,2008,Oswego,Central Square,6703329.60
2007,2008,Oswego,Fulton,5542839.50
2007,2008,Oswego,Hannibal,2575464.92
2007,2008,Oswego,Mexico,3376916.43
2007,2008,Oswego,Oswego,4859652.45
2007,2008,Oswego,Phoenix,3343446.19
2007,2008,Oswego,Pulaski,1624331.97
2007,2008,Oswego,Sandy Creek,1471191.55
2007,2008,Otsego,Cherry Valley Springfield,668083.56
2007,2008,Otsego,Cooperstown,847681.47
2007,2008,Otsego,Edmeston,823629.59
2007,2008,Otsego,Gilbertsville,766512.32
2007,2008,Otsego,Laurens,672000.57
2007,2008,Otsego,Milford,609148.48
2007,2008,Otsego,Morris,638376.22
2007,2008,Otsego,Oneonta,2531776.44
2007,2008,Otsego,Otego-Unadilla,1639953.67
2007,2008,Otsego,Richfield Springs,841335.58
2007,2008,Otsego,Schenevus,519300.52
2007,2008,Otsego,Worcester,561615.25
2007,2008,Putnam,Brewster,1708558.29
2007,2008,Putnam,Carmel,2713768.73
2007,2008,Putnam,Garrison,26609.35
2007,2008,Putnam,Haldane,105644.31
2007,2008,Putnam,Mahopac,3842486.37
2007,2008,Putnam,Putnam Valley,874369.23
2007,2008,Rensselaer,Averill Park,4301621.59
2007,2008,Rensselaer,Berlin,1217483.07
2007,2008,Rensselaer,Brunswick Central,1628778.37
2007,2008,Rensselaer,East Greenbush,4836766.67
2007,2008,Rensselaer,Hoosic Valley,1609112.03
2007,2008,Rensselaer,Hoosick Falls,1681592.72
2007,2008,Rensselaer,Lansingburgh,3523059.83
2007,2008,Rensselaer,North Greenbush Central,2880.00
2007,2008,Rensselaer,Rensselaer,1444864.54
2007,2008,Rensselaer,Schodack,1444277.98
2007,2008,Rensselaer,Troy,6310932.37
2007,2008,Rensselaer,Wynantskill,452254.88
2007,2008,Rockland,Clarkstown,2824515.15
2007,2008,Rockland,East Ramapo,4387940.01
2007,2008,Rockland,Haverstraw-Stony Point,7849378.32
2007,2008,Rockland,Nanuet,117372.70
2007,2008,Rockland,Nyack,731427.19
2007,2008,Rockland,Pearl River,924446.12
2007,2008,Rockland,Ramapo,1933555.72
2007,2008,Rockland,South Orangetown,652409.84
2007,2008,Saratoga,Ballston Spa,4862551.10
2007,2008,Saratoga,Burnt Hills,3697548.59
2007,2008,Saratoga,Corinth,1662996.20
2007,2008,Saratoga,Edinburg Common,24754.79
2007,2008,Saratoga,Galway,1330595.84
2007,2008,Saratoga,Mechanicville,1600952.16
2007,2008,Saratoga,Saratoga Springs,4685701.33
2007,2008,Saratoga,Schuylerville,2474101.35
2007,2008,Saratoga,Shenendehowa,8811564.70
2007,2008,Saratoga,South Glens Falls,4205680.73
2007,2008,Saratoga,Stillwater,1543618.41
2007,2008,Saratoga,Waterford-Halfmoon,1085798.80
2007,2008,Schenectady,Duanesburg,1161831.94
2007,2008,Schenectady,Niskayuna,3881207.77
2007,2008,Schenectady,Rotterdam-Mohonasen,4370588.21
2007,2008,Schenectady,Schalmont,1851818.53
2007,2008,Schenectady,Schenectady,13927573.52
2007,2008,Schenectady,Scotia-Glenville,3393161.36
2007,2008,Schoharie,Cobleskill-Richmondville,2907652.21
2007,2008,Schoharie,Gilboa-Conesville,312895.91
2007,2008,Schoharie,Jefferson,338474.73
2007,2008,Schoharie,Middleburgh,1219664.93
2007,2008,Schoharie,Schoharie,1372362.92
2007,2008,Schoharie,Sharon Springs,570282.44
2007,2008,Schuyler,Odessa-Montour Falls,1204402.69
2007,2008,Schuyler,Watkins Glen,1677809.53
2007,2008,Seneca,Romulus,636267.58
2007,2008,Seneca,Seneca Falls,1841431.28
2007,2008,Seneca,South Seneca,1259936.36
2007,2008,Seneca,Waterloo,2834800.26
2007,2008,St Lawrence,Brasher Falls,1701102.05
2007,2008,St Lawrence,Canton,1957187.61
2007,2008,St Lawrence,Clifton-Fine,264418.61
2007,2008,St Lawrence,Colton-Pierrepont,178917.13
2007,2008,St Lawrence,Edwards Knox,1032619.32
2007,2008,St Lawrence,Gouverneur,2647495.06
2007,2008,St Lawrence,Hammond,375153.88
2007,2008,St Lawrence,Hermon-Dekalb,610398.46
2007,2008,St Lawrence,Heuvelton,950757.33
2007,2008,St Lawrence,Lisbon,793182.11
2007,2008,St Lawrence,Madrid-Waddington,1061813.72
2007,2008,St Lawrence,Massena,3883007.69
2007,2008,St Lawrence,Morristown,537038.41
2007,2008,St Lawrence,Norwood-Norfolk,1702208.15
2007,2008,St Lawrence,Ogdensburg,2674836.89
2007,2008,St Lawrence,Parishville,621398.06
2007,2008,St Lawrence,Potsdam,1936692.85
2007,2008,Steuben,Addison,1810347.68
2007,2008,Steuben,Arkport,872850.35
2007,2008,Steuben,Avoca,942120.64
2007,2008,Steuben,Bath,2843104.12
2007,2008,Steuben,Bradford,444671.49
2007,2008,Steuben,Campbell-Savona,1818513.84
2007,2008,Steuben,Canisteo-Greenwood,1588340.20
2007,2008,Steuben,Corning,6814259.51
2007,2008,Steuben,Hammondsport,385778.51
2007,2008,Steuben,Hornell,2915284.37
2007,2008,Steuben,Jasper-Troupburg,933168.82
2007,2008,Steuben,Prattsburg,706788.73
2007,2008,Steuben,Wayland-Cohocton,2505335.25
2007,2008,Suffolk,Amagansett,8779.10
2007,2008,Suffolk,Amityville,1937359.66
2007,2008,Suffolk,Babylon,976280.10
2007,2008,Suffolk,Bay Shore,4397062.28
2007,2008,Suffolk,Bayport-Blue Point,1712220.27
2007,2008,Suffolk,Brentwood,23912796.20
2007,2008,Suffolk,Bridgehampton,16317.41
2007,2008,Suffolk,Brookhaven-Comsewogue,3220656.63
2007,2008,Suffolk,Center Moriches,1213939.23
2007,2008,Suffolk,Central Islip,8082442.36
2007,2008,Suffolk,Cold Spring Harbor,87223.36
2007,2008,Suffolk,Commack,3513821.12
2007,2008,Suffolk,Connetquot,4338841.66
2007,2008,Suffolk,Copiague,4966696.97
2007,2008,Suffolk,Deer Park,2959374.03
2007,2008,Suffolk,East Hampton,54732.75
2007,2008,Suffolk,East Islip,4972413.44
2007,2008,Suffolk,East Moriches,557803.73
2007,2008,Suffolk,East Quogue,28431.72
2007,2008,Suffolk,Eastport-South Manor,3341788.16
2007,2008,Suffolk,Elwood,1122745.94
2007,2008,Suffolk,Fire Island Union,12015.96
2007,2008,Suffolk,Fishers Island,6541.98
2007,2008,Suffolk,Greenport,31252.21
2007,2008,Suffolk,Half Hollow Hills,634803.64
2007,2008,Suffolk,Hampton Bays,89977.73
2007,2008,Suffolk,Harborsfield,1629914.97
2007,2008,Suffolk,Hauppauge,304736.85
2007,2008,Suffolk,Huntington,260386.55
2007,2008,Suffolk,Islip,2996028.10
2007,2008,Suffolk,Kings Park,1497631.72
2007,2008,Suffolk,Lindenhurst,6980633.54
2007,2008,Suffolk,Longwood Csd,9035563.67
2007,2008,Suffolk,Mattituck-Cutchogue,65771.98
2007,2008,Suffolk,Middle Country,10504634.41
2007,2008,Suffolk,Miller Place,2254918.61
2007,2008,Suffolk,Montauk,17450.09
2007,2008,Suffolk,Mount Sinai,2011779.35
2007,2008,Suffolk,New Suffolk,330.00
2007,2008,Suffolk,North Babylon,5226307.86
2007,2008,Suffolk,Northport,292842.67
2007,2008,Suffolk,Oysterponds,14259.99
2007,2008,Suffolk,Patchoque-Medford,8304918.09
2007,2008,Suffolk,Port Jefferson,92193.21
2007,2008,Suffolk,Quogue,9131.80
2007,2008,Suffolk,Remsenburg,12829.88
2007,2008,Suffolk,Riverhead,636718.98
2007,2008,Suffolk,Rocky Point,3465270.53
2007,2008,Suffolk,Sachem,12931465.75
2007,2008,Suffolk,Sag Harbor,35136.41
2007,2008,Suffolk,Sagaponack,480.00
2007,2008,Suffolk,Sayville,2873550.33
2007,2008,Suffolk,Shelter Island,18620.39
2007,2008,Suffolk,Shoreham-Wading River,955785.08
2007,2008,Suffolk,Smithtown,4340286.74
2007,2008,Suffolk,South Country,4019857.18
2007,2008,Suffolk,South Huntington,2440949.29
2007,2008,Suffolk,Southampton,58739.30
2007,2008,Suffolk,Southold,34629.38
2007,2008,Suffolk,Springs,27534.86
2007,2008,Suffolk,Three Village,4311598.40
2007,2008,Suffolk,Wainscott Common,1425.00
2007,2008,Suffolk,West Babylon,4190737.95
2007,2008,Suffolk,West Islip,4843456.65
2007,2008,Suffolk,Westhampton Beach,45947.25
2007,2008,Suffolk,William Floyd,12118580.06
2007,2008,Suffolk,Wyandanch,3201003.05
2007,2008,Sullivan,Eldred,600924.08
2007,2008,Sullivan,Fallsburgh,1603748.61
2007,2008,Sullivan,Liberty,2311974.79
2007,2008,Sullivan,Livingston Manor,588932.27
2007,2008,Sullivan,Monticello,3452379.66
2007,2008,Sullivan,Roscoe,171180.19
2007,2008,Sullivan,Sullivan West,1409813.14
2007,2008,Sullivan,Tri-Valley,942104.27
2007,2008,Tioga,Candor,1328800.11
2007,2008,Tioga,Newark Valley,2022672.04
2007,2008,Tioga,Owego-Apalachian,2862297.89
2007,2008,Tioga,Spencer-Van Etten,1577730.72
2007,2008,Tioga,Tioga,1801804.99
2007,2008,Tioga,Waverly,2466796.17
2007,2008,Tompkins,Dryden,2632185.71
2007,2008,Tompkins,Groton,1533015.55
2007,2008,Tompkins,Ithaca,4396915.70
2007,2008,Tompkins,Lansing,1131973.07
2007,2008,Tompkins,Newfield,1365381.90
2007,2008,Tompkins,Trumansburg,1706738.21
2007,2008,Ulster,Ellenville,1935519.43
2007,2008,Ulster,Highland,1944836.46
2007,2008,Ulster,Kingston,7502807.99
2007,2008,Ulster,Marlboro,624595.12
2007,2008,Ulster,New Paltz,1751180.72
2007,2008,Ulster,Onteora,210670.47
2007,2008,Ulster,Rondout Valley,2416931.54
2007,2008,Ulster,Saugerties,3181147.61
2007,2008,Ulster,Wallkill,4351230.32
2007,2008,Warren,Bolton,21427.41
2007,2008,Warren,Glens Falls,2893835.52
2007,2008,Warren,Glens Falls Common,144676.18
2007,2008,Warren,Hadley-Luzerne,909382.16
2007,2008,Warren,Johnsburg,300152.03
2007,2008,Warren,Lake George,46603.87
2007,2008,Warren,North Warren,102866.24
2007,2008,Warren,Queensbury,4409457.80
2007,2008,Warren,Warrensburg,1210441.20
2007,2008,Washington,Argyle,1082555.82
2007,2008,Washington,Cambridge,1422370.21
2007,2008,Washington,Fort Ann,738464.94
2007,2008,Washington,Fort Edward,803431.94
2007,2008,Washington,Granville,2425497.96
2007,2008,Washington,Greenwich,1535658.14
2007,2008,Washington,Hartford,859379.17
2007,2008,Washington,Hudson Falls,3351055.92
2007,2008,Washington,Putnam Central,11888.78
2007,2008,Washington,Salem,938866.73
2007,2008,Washington,Whitehall,1113664.19
2007,2008,Wayne,Clyde-Savannah,1518498.97
2007,2008,Wayne,Ganada Central,1569063.69
2007,2008,Wayne,Lyons,1543173.84
2007,2008,Wayne,Marion,1587525.18
2007,2008,Wayne,Newark,3540606.26
2007,2008,Wayne,North Rose-Wolcott,2084423.22
2007,2008,Wayne,Palmyra-Macedon,2713844.42
2007,2008,Wayne,Red Creek,1527664.39
2007,2008,Wayne,Sodus,1871237.03
2007,2008,Wayne,Wayne,2848645.21
2007,2008,Wayne,Williamson,1739239.24
2007,2008,Westchester,Ardsley,515716.78
2007,2008,Westchester,Bedford,156701.84
2007,2008,Westchester,Blind Brook,65207.84
2007,2008,Westchester,Briarcliff Manor,85515.61
2007,2008,Westchester,Bronxville,57075.98
2007,2008,Westchester,Bryam Hills,94718.55
2007,2008,Westchester,Chappaqua,162118.69
2007,2008,Westchester,Croton-Harmon,79648.44
2007,2008,Westchester,Dobbs Ferry,279802.27
2007,2008,Westchester,Eastchester,92405.06
2007,2008,Westchester,Edgemont,57085.78
2007,2008,Westchester,Elmsford,41700.71
2007,2008,Westchester,Greenburgh,105356.14
2007,2008,Westchester,Harrison,116105.33
2007,2008,Westchester,Hastings-On-Hudson,661486.65
2007,2008,Westchester,Hendrick Hudson,102493.52
2007,2008,Westchester,Irvington,69335.10
2007,2008,Westchester,Katonah-Lewisboro,157309.55
2007,2008,Westchester,Lakeland,3915321.97
2007,2008,Westchester,Mamaroneck,189990.67
2007,2008,Westchester,Mount Pleasant,102351.08
2007,2008,Westchester,Mount Vernon,9235187.09
2007,2008,Westchester,New Rochelle,3343732.75
2007,2008,Westchester,North Salem,52477.81
2007,2008,Westchester,Ossining,1098961.35
2007,2008,Westchester,Peekskill,3101049.61
2007,2008,Westchester,Pelham,395935.82
2007,2008,Westchester,Pleasantville,569686.72
2007,2008,Westchester,Pocantico Hills,18228.81
2007,2008,Westchester,Port Chester,1233268.29
2007,2008,Westchester,Rye,96565.12
2007,2008,Westchester,Rye Neck,48563.13
2007,2008,Westchester,Scarsdale,177518.27
2007,2008,Westchester,Somers,155018.38
2007,2008,Westchester,Tarrytown Union Free,851015.48
2006,2007,Westchester,Tuckahoe,71653.63
2007,2008,Westchester,Valhalla,77069.68
2007,2008,Westchester,White Plains,330105.64
2007,2008,Westchester,Yonkers,19809843.42
2007,2008,Westchester,Yorktown,1929812.37
2007,2008,Wyoming,Attica,2237834.81
2007,2008,Wyoming,Letchworth,1688062.20
2007,2008,Wyoming,Perry,1369382.34
2007,2008,Wyoming,Warsaw,1337412.33
2007,2008,Wyoming,Wyoming,277989.65
2007,2008,Yates,Dundee,1215269.52
2007,2008,Yates,Penn Yann,1787873.96
2008,2009,Albany,Albany,12448947.52
2008,2009,Albany,Berne-Knox-Westerlo,1440129.30
2008,2009,Albany,Bethlehem,5002836.53
2008,2009,Albany,Cohoes,3166078.81
2008,2009,Albany,Green Island,499564.71
2008,2009,Albany,Guilderland,5074718.34
2008,2009,Albany,Menands Csd,115220.79
2008,2009,Albany,North Colonie,4198174.60
2008,2009,Albany,Ravena-Coeymans,2553629.52
2008,2009,Albany,South Colonie,4818276.52
2008,2009,Albany,Voorheesville,1183300.26
2008,2009,Albany,Watervliet,2173222.25
2008,2009,Allegany,Alfred Almond,1018272.64
2008,2009,Allegany,Andover,676288.39
2008,2009,Allegany,Angelica-Belmont,1242412.27
2008,2009,Allegany,Belfast,745777.06
2008,2009,Allegany,Bolivar-Richburg,1656157.01
2008,2009,Allegany,Canaseraga,494418.16
2008,2009,Allegany,Cuba-Rushford,1608129.52
2008,2009,Allegany,Fillmore,1296065.35
2008,2009,Allegany,Friendship,655085.71
2008,2009,Allegany,Scio,853378.51
2008,2009,Allegany,Wellsville,2119421.62
2008,2009,Allegany,Whitesville,509281.35
2008,2009,Broome,Binghamton,8763482.84
2008,2009,Broome,Chenango Forks,2713564.82
2008,2009,Broome,Chenango Valley,2575595.00
2008,2009,Broome,Deposit,802942.11
2008,2009,Broome,Harpursville,1776744.01
2008,2009,Broome,Johnson City,3552834.03
2008,2009,Broome,Maine-Endwell,3750603.92
2008,2009,Broome,Susquehanna Valley,2954719.36
2008,2009,Broome,Union-Endicott,5947183.48
2008,2009,Broome,Vestal,5047925.33
2008,2009,Broome,Whitney Point,2989936.23
2008,2009,Broome,Windsor,2815503.03
2008,2009,Cattaraugus,Allegany-Limestone,2028236.31
2008,2009,Cattaraugus,Cattaraugus,1679038.14
2008,2009,Cattaraugus,Ellicottville,163760.17
2008,2009,Cattaraugus,Franklinville,1488547.44
2008,2009,Cattaraugus,Gowanda,2476504.74
2008,2009,Cattaraugus,Hinsdale,768974.71
2008,2009,Cattaraugus,Olean,3455848.53
2008,2009,Cattaraugus,Portville,1565808.86
2008,2009,Cattaraugus,Randolph,1505583.71
2008,2009,Cattaraugus,Salamanca,2434896.89
2008,2009,Cattaraugus,West Valley,614630.42
2008,2009,Cattaraugus,Yorkshire-Pioneer,4134626.36
2008,2009,Cayuga,Auburn,6582173.00
2008,2009,Cayuga,Cato-Meridian,1795542.29
2008,2009,Cayuga,Moravia,1493440.90
2008,2009,Cayuga,Port Byron,1832477.28
2008,2009,Cayuga,Southern Cayuga,1186271.06
2008,2009,Cayuga,Union Springs,1403874.69
2008,2009,Cayuga,Weedsport,1438529.55
2008,2009,Chautauqua,Bemus Point,886817.33
2008,2009,Chautauqua,Brocton,1195420.76
2008,2009,Chautauqua,Cassadaga Valley,2046732.90
2008,2009,Chautauqua,Chautauqua,306034.66
2008,2009,Chautauqua,Clymer,570694.63
2008,2009,Chautauqua,Dunkirk,3352530.47
2008,2009,Chautauqua,Falconer,2071272.47
2008,2009,Chautauqua,Forestville,895360.28
2008,2009,Chautauqua,Fredonia,2273140.69
2008,2009,Chautauqua,Frewsburg,1525629.85
2008,2009,Chautauqua,Jamestown,8243280.21
2008,2009,Chautauqua,Panama,1159490.39
2008,2009,Chautauqua,Pine Valley,1235712.38
2008,2009,Chautauqua,Ripley,735423.76
2008,2009,Chautauqua,Sherman,783533.77
2008,2009,Chautauqua,Silver Creek,1777228.75
2008,2009,Chautauqua,Southwestern,2171438.39
2008,2009,Chautauqua,Westfield,1274853.95
2008,2009,Chemung,Elmira,11755465.76
2008,2009,Chemung,Elmira Heights,1700643.09
2008,2009,Chemung,Horseheads,5725893.92
2008,2009,Chenango,Afton,1275684.71
2008,2009,Chenango,Bainbridge,1603300.27
2008,2009,Chenango,Georgetown,681746.31
2008,2009,Chenango,Greene,2162411.00
2008,2009,Chenango,Norwich,3592308.31
2008,2009,Chenango,Oxford,1610813.03
2008,2009,Chenango,Sherburne-Earlville,2757824.39
2008,2009,Chenango,Unadilla Valley,1852872.52
2008,2009,Clinton,Ausable Valley,1917938.48
2008,2009,Clinton,Beekmantown,2669631.89
2008,2009,Clinton,Chazy,777444.29
2008,2009,Clinton,Northeastern,2471992.09
2008,2009,Clinton,Northern Adirondack,1626575.01
2008,2009,Clinton,Peru,3341107.26
2008,2009,Clinton,Plattsburgh,2680694.77
2008,2009,Clinton,Saranac,2804534.57
2008,2009,Columbia,Chatham,873363.14
2008,2009,Columbia,Copake-Taconic Hills,1095185.88
2008,2009,Columbia,Germantown,620918.25
2008,2009,Columbia,Hudson,2587335.76
2008,2009,Columbia,Kinderhook,2589306.09
2008,2009,Columbia,New Lebanon,437554.79
2008,2009,Cortland,Cincinnatus,1045664.96
2008,2009,Cortland,Cortland,4033062.80
2008,2009,Cortland,Homer,3294615.87
2008,2009,Cortland,Marathon,1669908.83
2008,2009,Cortland,Mcgraw,924965.82
2008,2009,Delaware,Andes,34100.32
2008,2009,Delaware,Charlotte Valley,576486.74
2008,2009,Delaware,Delhi,1053109.78
2008,2009,Delaware,Downsville,65101.93
2008,2009,Delaware,Franklin,388097.83
2008,2009,Delaware,Hancock,675251.73
2008,2009,Delaware,Margaretville,193118.75
2008,2009,Delaware,Roxbury,260885.34
2008,2009,Delaware,Sidney,1978291.65
2008,2009,Delaware,South Kortright,396453.90
2008,2009,Delaware,Stamford,680621.50
2008,2009,Delaware,Walton,1550976.91
2008,2009,Dutchess,Arlington,9306027.83
2008,2009,Dutchess,Beacon,3583525.61
2008,2009,Dutchess,Dover,1663974.81
2008,2009,Dutchess,Hyde Park,4222233.25
2008,2009,Dutchess,Millbrook,127760.22
2008,2009,Dutchess,Northeast,608757.88
2008,2009,Dutchess,Pawling,643245.15
2008,2009,Dutchess,Pine Plains,485714.06
2008,2009,Dutchess,Poughkeepsie,6649584.13
2008,2009,Dutchess,Red Hook,2106194.05
2008,2009,Dutchess,Rhinebeck,142848.91
2008,2009,Dutchess,Spackenkill,1383858.38
2008,2009,Dutchess,Wappingers Falls,9069484.68
2008,2009,Erie,Akron,2417098.22
2008,2009,Erie,Alden,2612249.38
2008,2009,Erie,Amherst Central,3262766.02
2008,2009,Erie,Buffalo,71952760.65
2008,2009,Erie,Cheektowaga,2586195.88
2008,2009,Erie,Cheektowaga-Maryvale,3018353.03
2008,2009,Erie,Cheektowaga-Sloan,2193735.86
2008,2009,Erie,Clarence,5671514.05
2008,2009,Erie,Cleveland Hill,2387850.87
2008,2009,Erie,Depew,3053024.90
2008,2009,Erie,East Aurora,1949120.97
2008,2009,Erie,Eden,2276662.60
2008,2009,Erie,Evans-Brant,4552155.00
2008,2009,Erie,Frontier,6839305.56
2008,2009,Erie,Grand Island,3819158.34
2008,2009,Erie,Hamburg,4792666.54
2008,2009,Erie,Holland,1624138.86
2008,2009,Erie,Iroquois,3179193.77
2008,2009,Erie,Kenmore-Tonawanda,10661199.18
2008,2009,Erie,Lackawanna,3588156.65
2008,2009,Erie,Lancaster,7604555.05
2008,2009,Erie,North Collins,1093258.57
2008,2009,Erie,Orchard Park,5538916.56
2008,2009,Erie,Springville,3002810.78
2008,2009,Erie,Sweet Home,4246251.62
2008,2009,Erie,Tonawanda,3091961.07
2008,2009,Erie,West Seneca,9360726.66
2008,2009,Erie,Williamsville,10772408.62
2008,2009,Essex,Crown Point,478723.53
2008,2009,Essex,Elizabethtown,494373.29
2008,2009,Essex,Keene,30192.42
2008,2009,Essex,Lake Placid,105941.63
2008,2009,Essex,Minerva,56791.67
2008,2009,Essex,Moriah,1281338.60
2008,2009,Essex,Newcomb,19821.16
2008,2009,Essex,Schroon Lake,41516.13
2008,2009,Essex,Ticonderoga,534700.45
2008,2009,Essex,Westport,281836.11
2008,2009,Essex,Willsboro,248459.14
2008,2009,Franklin,Brushton-Moira,1556692.20
2008,2009,Franklin,Chateaugay,995856.36
2008,2009,Franklin,Malone,3865292.74
2008,2009,Franklin,Salmon River,2632762.76
2008,2009,Franklin,Saranac Lake,776486.66
2008,2009,Franklin,St. Regis Falls,536099.79
2008,2009,Franklin,Tupper Lake,1332335.99
2008,2009,Fulton,Broadalbin,2737295.23
2008,2009,Fulton,Gloversville,5156335.91
2008,2009,Fulton,Johnstown,3096573.74
2008,2009,Fulton,Mayfield,1548631.61
2008,2009,Fulton,Northville,338338.26
2008,2009,Fulton,Oppenheim-Ephratah,642086.94
2008,2009,Fulton,Wheelerville,154192.36
2008,2009,Genesee,Alexander,1546405.25
2008,2009,Genesee,Batavia,3491796.45
2008,2009,Genesee,Byron-Bergen,1804136.32
2008,2009,Genesee,Elba,902802.64
2008,2009,Genesee,Le Roy,2079827.57
2008,2009,Genesee,Oakfield-Alabama,1731203.02
2008,2009,Genesee,Pavilion,1421086.34
2008,2009,Genesee,Pembroke,1797870.96
2008,2009,Greene,Cairo-Durham,2248174.57
2008,2009,Greene,Catskill,2300017.94
2008,2009,Greene,Coxsackie-Athens,1765560.58
2008,2009,Greene,Greenville,1751914.22
2008,2009,Greene,Hunter-Tannersville,94036.84
2008,2009,Greene,Windham-Ashland,67857.46
2008,2009,Hamilton,Indian Lake-Inlet,31685.54
2008,2009,Hamilton,Inlet Commons,450.00
2008,2009,Hamilton,Lake Pleasant,25629.96
2008,2009,Hamilton,Long Lake,20587.84
2008,2009,Hamilton,Piseco Common,555.00
2008,2009,Hamilton,Wells,50041.60
2008,2009,Herkimer,Bridgewater,2237124.13
2008,2009,Herkimer,Dolgeville,1478228.41
2008,2009,Herkimer,Frankfort-Schuyler,1665938.93
2008,2009,Herkimer,Herkimer,1879389.90
2008,2009,Herkimer,Ilion,2794760.50
2008,2009,Herkimer,Little Falls,1840704.45
2008,2009,Herkimer,Mohawk,1477976.54
2008,2009,Herkimer,Poland,877284.76
2008,2009,Herkimer,Town Of Webb,42772.82
2008,2009,Herkimer,Van Hornesville,393680.90
2008,2009,Herkimer,West Canada Valley,1368571.73
2008,2009,Jefferson,Alexandria,661070.44
2008,2009,Jefferson,Belleville-Henderson,584739.85
2008,2009,Jefferson,Carthage,5199859.03
2008,2009,Jefferson,General Brown,2253175.07
2008,2009,Jefferson,Indian River,6196482.27
2008,2009,Jefferson,Lafargeville,697469.32
2008,2009,Jefferson,Lyme,427986.62
2008,2009,Jefferson,Sackets Harbor,619975.19
2008,2009,Jefferson,South Jefferson,3279168.62
2008,2009,Jefferson,Thousand Islands,1284903.53
2008,2009,Jefferson,Watertown,6808925.19
2008,2009,Lewis,Beaver River,1445314.38
2008,2009,Lewis,Copenhagen,1025893.81
2008,2009,Lewis,Harrisville,646238.57
2008,2009,Lewis,Lowville,2416157.65
2008,2009,Lewis,South Lewis,1806447.85
2008,2009,Livingston,Avon,1395641.98
2008,2009,Livingston,Caledonia-Mumford,1576346.97
2008,2009,Livingston,Dalton-Nunda,1537421.50
2008,2009,Livingston,Dansville,2731380.42
2008,2009,Livingston,Geneseo,1104410.00
2008,2009,Livingston,Livonia,2764305.96
2008,2009,Livingston,Mount Morris,933121.58
2008,2009,Livingston,York,1406766.53
2008,2009,Madison,Brookfield,444416.37
2008,2009,Madison,Canastota,2329823.05
2008,2009,Madison,Cazenovia,1997863.54
2008,2009,Madison,Chittenango,3486246.51
2008,2009,Madison,De Ruyter,810994.11
2008,2009,Madison,Hamilton,784790.43
2008,2009,Madison,Madison,787675.65
2008,2009,Madison,Morrisville,1379569.31
2008,2009,Madison,Oneida,3755138.02
2008,2009,Madison,Stockbridge,973485.15
2008,2009,Monroe,Brighton,3487609.98
2008,2009,Monroe,Brockport,6462915.81
